date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2015-01-24,Quarter4,finishing,Saturday,Team7,0.65,3.94,987.6,2160.0,0.0,0.0,0.0,0.0,12.0,0.870580808
2015-01-24,Quarter4,finishing,Saturday,Team12,0.7,4.08,840.4,1620.0,0.0,0.0,0.0,0.0,9.0,0.858585859
2015-01-24,Quarter4,sewing,Saturday,Team1,0.7,22.94,1472.0,10260.0,75.0,0.0,0.0,0.0,57.0,0.800643806
2015-01-24,Quarter4,sewing,Saturday,Team10,0.75,22.52,1332.0,10080.0,69.0,0.0,0.0,0.0,56.0,0.80062987
2015-01-24,Quarter4,sewing,Saturday,Team6,0.8,11.61,1009.0,5640.0,63.0,0.0,0.0,0.0,32.0,0.800537143
2015-01-24,Quarter4,sewing,Saturday,Team3,0.75,22.52,1266.0,10260.0,69.0,0.0,0.0,0.0,57.0,0.80035194
2015-01-24,Quarter4,sewing,Saturday,Team12,0.75,15.26,1316.0,6120.0,40.0,0.0,0.0,0.0,34.0,0.750079323
2015-01-24,Quarter4,sewing,Saturday,Team11,0.75,42.97,1282.0,10260.0,56.0,0.0,0.0,0.0,57.0,0.750041201
2015-01-24,Quarter4,sewing,Saturday,Team5,0.7,20.4,1382.0,10440.0,50.0,0.0,0.0,0.0,58.0,0.700250784
2015-01-24,Quarter4,finishing,Saturday,Team4,0.75,4.3,987.6,2160.0,0.0,0.0,0.0,0.0,12.0,0.651515152
2015-01-24,Quarter4,sewing,Saturday,Team7,0.65,22.52,1295.0,10170.0,26.0,0.0,0.0,0.0,56.5,0.650416734
2015-01-24,Quarter4,sewing,Saturday,Team9,0.6,29.12,925.0,6660.0,23.0,0.0,0.0,0.0,58.0,0.600125217
2015-01-24,Quarter4,finishing,Saturday,Team2,0.75,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.578314394
2015-01-24,Quarter4,finishing,Saturday,Team1,0.7,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.578314394
2015-01-24,Quarter4,sewing,Saturday,Team8,0.35,15.09,1448.0,9360.0,23.0,0.0,0.0,0.0,52.0,0.34998951
2015-01-24,Quarter4,finishing,Saturday,Team9,0.6,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.261174242
2015-01-25,Quarter4,finishing,Sunday,Team5,0.7,4.15,929.0,3060.0,0.0,0.0,0.0,0.0,17.0,0.973796791
2015-01-25,Quarter4,finishing,Sunday,Team2,0.75,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.970075758
2015-01-25,Quarter4,finishing,Sunday,Team1,0.7,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.970075758
2015-01-25,Quarter4,finishing,Sunday,Team3,0.75,3.94,840.4,1620.0,0.0,0.0,0.0,0.0,9.0,0.961784512
2015-01-25,Quarter4,finishing,Sunday,Team10,0.75,3.94,707.8,3420.0,0.0,0.0,0.0,0.0,19.0,0.955151515
2015-01-25,Quarter4,finishing,Sunday,Team4,0.75,4.3,987.6,2160.0,0.0,0.0,0.0,0.0,12.0,0.952020202
2015-01-25,Quarter4,sewing,Sunday,Team4,0.75,22.52,867.0,10260.0,94.0,0.0,0.0,0.0,57.0,0.900321106
2015-01-25,Quarter4,sewing,Sunday,Team2,0.75,22.94,1636.0,10530.0,81.0,0.0,0.0,0.0,58.5,0.850223776
2015-01-25,Quarter4,sewing,Sunday,Team1,0.7,22.94,1682.0,10530.0,75.0,0.0,0.0,0.0,58.5,0.800909609
2015-01-25,Quarter4,sewing,Sunday,Team3,0.75,22.52,1495.0,10350.0,55.0,0.0,0.0,0.0,57.5,0.800513307
2015-01-25,Quarter4,sewing,Sunday,Team6,0.8,11.61,1181.0,5760.0,63.0,0.0,0.0,0.0,32.0,0.800386364
2015-01-25,Quarter4,sewing,Sunday,Team10,0.75,22.52,1413.0,10080.0,69.0,0.0,0.0,0.0,56.0,0.800020563
2015-01-25,Quarter4,finishing,Sunday,Team7,0.65,3.94,944.8,2520.0,0.0,0.0,0.0,0.0,14.0,0.749188312
2015-01-25,Quarter4,sewing,Sunday,Team7,0.7,22.52,360.0,10170.0,40.0,0.0,0.0,0.0,56.5,0.7005417
2015-01-25,Quarter4,sewing,Sunday,Team12,0.7,15.26,1296.0,6120.0,40.0,0.0,0.0,0.0,34.0,0.70043672
2015-01-25,Quarter4,sewing,Sunday,Team5,0.7,20.4,1217.0,10440.0,50.0,0.0,0.0,0.0,58.0,0.700250784
2015-01-25,Quarter4,sewing,Sunday,Team9,0.65,29.12,1086.0,10440.0,26.0,0.0,0.0,0.0,58.0,0.650407524
2015-01-25,Quarter4,finishing,Sunday,Team12,0.7,4.08,840.4,1620.0,0.0,0.0,0.0,0.0,9.0,0.618181818
2015-01-25,Quarter4,sewing,Sunday,Team11,0.75,42.97,532.0,10260.0,40.0,0.0,0.0,0.0,57.0,0.59114168
2015-01-25,Quarter4,sewing,Sunday,Team8,0.5,15.09,1557.0,720.0,23.0,0.0,0.0,0.0,52.0,0.500061916
2015-01-25,Quarter4,finishing,Sunday,Team8,0.8,2.9,926.0,720.0,0.0,0.0,0.0,0.0,4.0,0.329545455
2015-01-26,Quarter4,finishing,Monday,Team3,0.75,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,1.059621212
2015-01-26,Quarter4,finishing,Monday,Team10,0.75,3.94,800.4,3780.0,0.0,0.0,0.0,0.0,21.0,0.997792208
2015-01-26,Quarter4,finishing,Monday,Team4,0.75,4.3,987.6,2160.0,0.0,0.0,0.0,0.0,12.0,0.963699495
2015-01-26,Quarter4,finishing,Monday,Team5,0.7,4.15,911.6,2700.0,0.0,0.0,0.0,0.0,15.0,0.959191919
2015-01-26,Quarter4,finishing,Monday,Team2,0.75,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.910378788
2015-01-26,Quarter4,finishing,Monday,Team1,0.7,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,10.0,0.910378788
2015-01-26,Quarter4,sewing,Monday,Team4,0.8,22.52,1016.0,10170.0,60.0,0.0,0.0,0.0,56.5,0.850312684
2015-01-26,Quarter4,sewing,Monday,Team6,0.8,11.61,1072.0,5760.0,50.0,0.0,0.0,0.0,32.0,0.800386364
2015-01-26,Quarter4,sewing,Monday,Team3,0.75,22.52,1584.0,10260.0,69.0,0.0,0.0,0.0,57.0,0.80035194
2015-01-26,Quarter4,sewing,Monday,Team2,0.75,22.94,1764.0,10260.0,55.0,0.0,0.0,0.0,57.0,0.800034024
2015-01-26,Quarter4,sewing,Monday,Team1,0.7,22.94,1745.0,10440.0,60.0,0.0,0.0,0.0,58.0,0.800023511
2015-01-26,Quarter4,sewing,Monday,Team10,0.75,22.52,1250.0,10080.0,55.0,0.0,0.0,0.0,56.0,0.800020563
2015-01-26,Quarter4,finishing,Monday,Team12,0.7,4.08,840.4,1620.0,0.0,0.0,0.0,0.0,9.0,0.769292929
2015-01-26,Quarter4,sewing,Monday,Team5,0.75,20.4,1118.0,10320.0,56.0,0.0,0.0,0.0,58.0,0.750031447
2015-01-26,Quarter4,sewing,Monday,Team9,0.7,29.12,1143.0,10440.0,40.0,0.0,0.0,0.0,58.0,0.70061442
2015-01-26,Quarter4,sewing,Monday,Team12,0.7,15.26,1337.0,6120.0,40.0,0.0,0.0,0.0,34.0,0.70043672
2015-01-26,Quarter4,finishing,Monday,Team7,0.65,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,8.0,0.646306818
2015-01-26,Quarter4,sewing,Monday,Team8,0.6,15.09,1519.0,360.0,23.0,0.0,0.0,0.0,52.0,0.600143365
2015-01-26,Quarter4,sewing,Monday,Team11,0.35,28.08,749.0,10260.0,23.0,0.0,0.0,0.0,57.0,0.350066986
2015-01-27,Quarter4,sewing,Tuesday,Team2,0.75,22.52,1635.0,6840.0,119.0,0.0,0.0,0.0,57.0,1.000230409
2015-01-27,Quarter4,sewing,Tuesday,Team3,0.75,22.52,1299.0,6840.0,119.0,0.0,0.0,0.0,57.0,1.000230409
2015-01-27,Quarter4,finishing,Tuesday,Team10,0.8,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.979527778
2015-01-27,Quarter4,finishing,Tuesday,Team4,0.8,4.3,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.940625
2015-01-27,Quarter4,finishing,Tuesday,Team5,0.5,4.15,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.926388889
2015-01-27,Quarter4,sewing,Tuesday,Team10,0.8,22.52,1134.0,6720.0,70.0,0.0,0.0,0.0,56.0,0.900129762
2015-01-27,Quarter4,finishing,Tuesday,Team3,0.75,3.94,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.861875
2015-01-27,Quarter4,sewing,Tuesday,Team4,0.8,22.52,1106.0,6780.0,60.0,0.0,0.0,0.0,56.5,0.850312684
2015-01-27,Quarter4,finishing,Tuesday,Team8,0.65,3.94,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.845458333
2015-01-27,Quarter4,finishing,Tuesday,Team12,0.7,4.15,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.823555556
2015-01-27,Quarter4,finishing,Tuesday,Team7,0.5,4.15,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.803541667
2015-01-27,Quarter4,sewing,Tuesday,Team1,0.75,22.94,1871.0,6960.0,55.0,0.0,0.0,0.0,58.0,0.800263218
2015-01-27,Quarter4,finishing,Tuesday,Team2,0.75,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.788
2015-01-27,Quarter4,finishing,Tuesday,Team1,0.75,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.77815
2015-01-27,Quarter4,sewing,Tuesday,Team9,0.7,29.12,1294.0,6960.0,50.0,0.0,0.0,0.0,58.0,0.700386207
2015-01-27,Quarter4,sewing,Tuesday,Team12,0.7,15.26,1462.0,4080.0,40.0,0.0,0.0,0.0,34.0,0.700164706
2015-01-27,Quarter4,sewing,Tuesday,Team8,0.65,15.09,976.0,240.0,23.0,0.0,0.0,0.0,52.0,0.650307143
2015-01-27,Quarter4,sewing,Tuesday,Team6,0.8,30.4,338.0,3840.0,34.0,0.0,0.0,0.0,32.0,0.622828125
2015-01-27,Quarter4,finishing,Tuesday,Team6,0.8,2.9,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.6225
2015-01-27,Quarter4,sewing,Tuesday,Team5,0.5,20.79,1455.0,6960.0,30.0,0.0,0.0,0.0,58.0,0.500035345
2015-01-27,Quarter4,sewing,Tuesday,Team11,0.5,48.18,1282.0,6480.0,23.0,0.0,0.0,0.0,54.0,0.37046657
2015-01-28,Quarter4,sewing,Wednesday,Team2,0.8,22.52,1559.0,6840.0,90.0,0.0,0.0,0.0,57.0,1.000230409
2015-01-28,Quarter4,sewing,Wednesday,Team3,0.8,22.52,1350.0,6840.0,113.0,0.0,0.0,0.0,57.0,1.000230409
2015-01-28,Quarter4,finishing,Wednesday,Team6,0.35,2.9,632.8,1800.0,0.0,0.0,0.0,0.0,15.0,0.977555556
2015-01-28,Quarter4,finishing,Wednesday,Team1,0.75,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.9456
2015-01-28,Quarter4,finishing,Wednesday,Team2,0.8,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,15.0,0.902222222
2015-01-28,Quarter4,sewing,Wednesday,Team10,0.8,22.52,1175.0,6720.0,60.0,0.0,0.0,0.0,56.0,0.850532143
2015-01-28,Quarter4,sewing,Wednesday,Team1,0.75,22.94,1868.0,6960.0,81.0,0.0,0.0,0.0,58.0,0.850362069
2015-01-28,Quarter4,finishing,Wednesday,Team10,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.840533333
2015-01-28,Quarter4,sewing,Wednesday,Team5,0.6,20.79,1045.0,6960.0,88.0,0.0,0.0,0.0,58.0,0.800534483
2015-01-28,Quarter4,sewing,Wednesday,Team4,0.8,22.52,1342.0,6780.0,50.0,0.0,0.0,0.0,56.5,0.800489676
2015-01-28,Quarter4,finishing,Wednesday,Team12,0.75,4.08,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.755555556
2015-01-28,Quarter4,sewing,Wednesday,Team9,0.7,29.12,1340.0,6960.0,63.0,0.0,0.0,0.0,58.0,0.750593103
2015-01-28,Quarter4,sewing,Wednesday,Team12,0.75,15.26,1429.0,3600.0,45.0,0.0,0.0,0.0,35.0,0.750283333
2015-01-28,Quarter4,finishing,Wednesday,Team4,0.8,4.3,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.722638889
2015-01-28,Quarter4,finishing,Wednesday,Team8,0.65,4.15,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.553333333
2015-01-28,Quarter4,sewing,Wednesday,Team11,0.5,20.1,1413.0,5880.0,46.0,0.0,0.0,0.0,54.0,0.500567308
2015-01-28,Quarter4,sewing,Wednesday,Team8,0.7,38.09,336.0,6240.0,0.0,0.0,0.0,0.0,52.0,0.467693269
2015-01-28,Quarter4,sewing,Wednesday,Team6,0.35,18.79,511.0,1800.0,23.0,0.0,0.0,0.0,32.0,0.437995338
2015-01-28,Quarter4,finishing,Wednesday,Team7,0.6,3.94,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.406354167
2015-01-28,Quarter4,sewing,Wednesday,Team7,0.6,23.54,958.0,6600.0,0.0,0.0,0.0,0.0,55.0,0.285333333
2015-01-28,Quarter4,finishing,Wednesday,Team11,0.5,2.9,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.259375
2015-01-29,Quarter5,sewing,Thursday,Team2,0.8,22.52,1416.0,6840.0,113.0,0.0,0.0,0.0,57.0,1.000230409
2015-01-29,Quarter5,finishing,Thursday,Team4,0.8,4.3,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.989
2015-01-29,Quarter5,sewing,Thursday,Team3,0.8,22.52,1287.0,6840.0,100.0,0.0,0.0,0.0,57.0,0.950185965
2015-01-29,Quarter5,sewing,Thursday,Team4,0.8,22.52,1444.0,6900.0,88.0,0.0,0.0,0.0,57.5,0.9008
2015-01-29,Quarter5,sewing,Thursday,Team10,0.8,22.52,1088.0,6720.0,88.0,0.0,0.0,0.0,56.0,0.900129762
2015-01-29,Quarter5,finishing,Thursday,Team6,0.5,2.9,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.899
2015-01-29,Quarter5,finishing,Thursday,Team8,0.65,4.15,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.877552083
2015-01-29,Quarter5,finishing,Thursday,Team11,0.6,2.9,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.864583333
2015-01-29,Quarter5,finishing,Thursday,Team10,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.85695
2015-01-29,Quarter5,finishing,Thursday,Team1,0.75,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.853666667
2015-01-29,Quarter5,sewing,Thursday,Team1,0.75,22.94,1579.0,6960.0,81.0,0.0,0.0,0.0,58.0,0.850362069
2015-01-29,Quarter5,sewing,Thursday,Team9,0.7,29.12,1170.0,6960.0,53.0,0.0,0.0,0.0,58.0,0.850170115
2015-01-29,Quarter5,sewing,Thursday,Team5,0.65,20.79,1015.0,7080.0,81.0,0.0,0.0,0.0,59.0,0.800473729
2015-01-29,Quarter5,finishing,Thursday,Team2,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.773333333
2015-01-29,Quarter5,sewing,Thursday,Team12,0.75,15.26,1436.0,4200.0,45.0,0.0,0.0,0.0,35.0,0.750646667
2015-01-29,Quarter5,finishing,Thursday,Team12,0.75,4.08,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.634666667
2015-01-29,Quarter5,sewing,Thursday,Team11,0.6,20.1,1601.0,4320.0,46.0,0.0,0.0,0.0,51.0,0.60059761
2015-01-29,Quarter5,sewing,Thursday,Team6,0.5,18.79,717.0,3960.0,23.0,0.0,0.0,0.0,33.0,0.500117677
2015-01-29,Quarter5,finishing,Thursday,Team3,0.8,3.94,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.4925
2015-01-29,Quarter5,sewing,Thursday,Team7,0.65,23.54,830.0,6600.0,0.0,0.0,0.0,0.0,55.0,0.48792
2015-01-31,Quarter5,sewing,Saturday,Team3,0.8,22.52,1136.0,6960.0,113.0,0.0,0.0,0.0,58.0,1.000457471
2015-01-31,Quarter5,sewing,Saturday,Team2,0.8,22.52,1397.0,6840.0,113.0,0.0,0.0,0.0,57.0,1.000230409
2015-01-31,Quarter5,finishing,Saturday,Team2,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team3,0.8,3.94,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team4,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team10,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team1,0.75,3.94,632.8,1800.0,0.0,0.0,0.0,0.0,15.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team9,0.75,3.94,1155.2,240.0,0.0,0.0,0.0,0.0,2.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team12,0.75,4.08,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team5,0.7,3.94,1155.2,240.0,0.0,0.0,0.0,0.0,2.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team7,0.7,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team8,0.65,3.94,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team11,0.65,3.94,992.6,600.0,0.0,0.0,0.0,0.0,5.0,0.971866667
2015-01-31,Quarter5,finishing,Saturday,Team6,0.6,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.971866667
2015-01-31,Quarter5,sewing,Saturday,Team10,0.8,22.52,1116.0,6720.0,93.0,0.0,0.0,0.0,56.0,0.920236905
2015-01-31,Quarter5,sewing,Saturday,Team4,0.8,22.52,1432.0,6660.0,88.0,0.0,0.0,0.0,57.5,0.900537069
2015-01-31,Quarter5,sewing,Saturday,Team9,0.75,29.12,1082.0,6840.0,81.0,0.0,0.0,0.0,57.0,0.850610526
2015-01-31,Quarter5,sewing,Saturday,Team1,0.75,22.94,1502.0,6960.0,81.0,0.0,0.0,0.0,58.0,0.850362069
2015-01-31,Quarter5,sewing,Saturday,Team12,0.75,15.26,1209.0,4200.0,45.0,0.0,0.0,0.0,35.0,0.750646667
2015-01-31,Quarter5,sewing,Saturday,Team5,0.7,50.89,282.0,5880.0,56.0,0.0,0.0,0.0,59.0,0.656763743
2015-01-31,Quarter5,sewing,Saturday,Team11,0.65,20.1,1417.0,6480.0,49.0,0.0,0.0,0.0,54.0,0.650148148
2015-01-31,Quarter5,sewing,Saturday,Team6,0.6,18.79,799.0,3960.0,23.0,0.0,0.0,0.0,33.0,0.600710606
2015-01-31,Quarter5,sewing,Saturday,Team7,0.7,23.54,1109.0,6720.0,0.0,0.0,0.0,0.0,56.0,0.388830357
2015-01-31,Quarter5,sewing,Saturday,Team8,0.5,23.54,1144.0,6480.0,0.0,0.0,0.0,0.0,54.0,0.286984568
2015-02-01,Quarter1,finishing,Sunday,Team8,0.65,4.15,994.4,960.0,0.0,0.0,0.0,0.0,8.0,1.0115625
2015-02-01,Quarter1,sewing,Sunday,Team2,0.8,22.52,1396.0,6900.0,113.0,0.0,0.0,0.0,57.5,1.000671304
2015-02-01,Quarter1,sewing,Sunday,Team1,0.8,22.94,1582.0,3060.0,113.0,0.0,0.0,0.0,58.5,1.000402055
2015-02-01,Quarter1,finishing,Sunday,Team1,0.75,3.94,930.0,2280.0,0.0,0.0,0.0,0.0,19.0,0.950438596
2015-02-01,Quarter1,sewing,Sunday,Team3,0.8,22.52,1124.0,6840.0,100.0,0.0,0.0,0.0,57.0,0.950185965
2015-02-01,Quarter1,finishing,Sunday,Team2,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.912766667
2015-02-01,Quarter1,finishing,Sunday,Team7,0.7,3.94,987.6,2160.0,0.0,0.0,0.0,0.0,18.0,0.892194444
2015-02-01,Quarter1,finishing,Sunday,Team10,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.8865
2015-02-01,Quarter1,sewing,Sunday,Team10,0.8,22.52,1282.0,6720.0,75.0,0.0,0.0,0.0,56.0,0.850532143
2015-02-01,Quarter1,sewing,Sunday,Team4,0.8,22.52,1472.0,7020.0,60.0,0.0,0.0,0.0,58.5,0.85011396
2015-02-01,Quarter1,finishing,Sunday,Team4,0.8,4.3,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.845069444
2015-02-01,Quarter1,sewing,Sunday,Team9,0.75,29.12,1282.0,6960.0,45.0,0.0,0.0,0.0,58.0,0.750593103
2015-02-01,Quarter1,sewing,Sunday,Team12,0.75,15.26,1276.0,1440.0,45.0,0.0,0.0,0.0,35.0,0.750450658
2015-02-01,Quarter1,finishing,Sunday,Team12,0.75,4.08,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.702666667
2015-02-01,Quarter1,sewing,Sunday,Team11,0.7,20.1,1192.0,6120.0,75.0,0.0,0.0,0.0,54.0,0.700508929
2015-02-01,Quarter1,sewing,Sunday,Team6,0.65,18.79,881.0,3960.0,26.0,0.0,0.0,0.0,33.0,0.651007071
2015-02-01,Quarter1,sewing,Sunday,Team8,0.6,24.26,1196.0,6600.0,0.0,0.0,0.0,0.0,55.0,0.466821212
2015-02-01,Quarter1,sewing,Sunday,Team7,0.7,24.26,1400.0,6720.0,0.0,0.0,0.0,0.0,56.0,0.411553571
2015-02-01,Quarter1,finishing,Sunday,Team6,0.6,2.9,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.314166667
2015-02-02,Quarter1,sewing,Monday,Team1,0.8,22.94,16882.0,7020.0,113.0,0.0,0.0,0.0,58.5,1.000602279
2015-02-02,Quarter1,finishing,Monday,Team9,0.75,3.94,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.994270833
2015-02-02,Quarter1,sewing,Monday,Team2,0.8,22.52,21385.0,7020.0,88.0,0.0,0.0,0.0,58.5,0.900158405
2015-02-02,Quarter1,sewing,Monday,Team3,0.8,22.52,21266.0,6840.0,70.0,0.0,0.0,0.0,57.0,0.90014152
2015-02-02,Quarter1,sewing,Monday,Team10,0.8,22.52,21540.0,6720.0,88.0,0.0,0.0,0.0,56.0,0.900129762
2015-02-02,Quarter1,finishing,Monday,Team10,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.85695
2015-02-02,Quarter1,finishing,Monday,Team4,0.8,4.3,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.809236111
2015-02-02,Quarter1,sewing,Monday,Team12,0.8,15.26,12261.0,3600.0,63.0,0.0,0.0,0.0,35.0,0.800401961
2015-02-02,Quarter1,sewing,Monday,Team4,0.8,22.52,23122.0,5940.0,50.0,0.0,0.0,0.0,56.5,0.800393224
2015-02-02,Quarter1,sewing,Monday,Team9,0.75,29.12,8992.0,6960.0,55.0,0.0,0.0,0.0,58.0,0.799963218
2015-02-02,Quarter1,finishing,Monday,Team12,0.75,4.08,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.740444444
2015-02-02,Quarter1,sewing,Monday,Team11,0.7,20.55,9792.0,6480.0,60.0,0.0,0.0,0.0,54.0,0.700398148
2015-02-02,Quarter1,sewing,Monday,Team6,0.7,18.79,2984.0,3960.0,30.0,0.0,0.0,0.0,33.0,0.700354545
2015-02-02,Quarter1,finishing,Monday,Team8,0.65,4.15,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.561979167
2015-02-02,Quarter1,finishing,Monday,Team1,0.75,3.94,930.0,2280.0,0.0,0.0,0.0,0.0,19.0,0.504596491
2015-02-02,Quarter1,sewing,Monday,Team5,0.5,30.1,839.0,6960.0,0.0,0.0,0.0,0.0,58.0,0.500801724
2015-02-02,Quarter1,sewing,Monday,Team7,0.7,24.26,2698.0,6720.0,0.0,0.0,0.0,0.0,56.0,0.295307738
2015-02-02,Quarter1,finishing,Monday,Team6,0.6,2.9,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.280333333
2015-02-02,Quarter1,sewing,Monday,Team8,0.65,24.26,1435.0,6600.0,0.0,0.0,0.0,0.0,55.0,0.260978788
2015-02-03,Quarter1,finishing,Tuesday,Team2,0.8,3.94,998.4,2400.0,0.0,0.0,0.0,0.0,20.0,1.001416667
2015-02-03,Quarter1,sewing,Tuesday,Team1,0.8,22.52,1500.0,6900.0,113.0,0.0,0.0,0.0,57.5,1.000018551
2015-02-03,Quarter1,sewing,Tuesday,Team10,0.8,22.52,1188.0,6720.0,90.0,0.0,0.0,0.0,56.0,0.999995238
2015-02-03,Quarter1,finishing,Tuesday,Team1,0.8,3.94,756.0,1200.0,0.0,0.0,0.0,0.0,10.0,0.99485
2015-02-03,Quarter1,finishing,Tuesday,Team8,0.7,4.15,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.976979167
2015-02-03,Quarter1,sewing,Tuesday,Team3,0.8,22.52,1112.0,6840.0,100.0,0.0,0.0,0.0,57.0,0.950185965
2015-02-03,Quarter1,sewing,Tuesday,Team2,0.8,22.52,1452.0,6960.0,100.0,0.0,0.0,0.0,58.0,0.949981609
2015-02-03,Quarter1,finishing,Tuesday,Team9,0.75,3.94,754.8,1320.0,0.0,0.0,0.0,0.0,11.0,0.919954545
2015-02-03,Quarter1,sewing,Tuesday,Team4,0.8,22.52,340.0,5460.0,63.0,0.0,0.0,0.0,56.5,0.800434622
2015-02-03,Quarter1,sewing,Tuesday,Team12,0.8,15.26,1029.0,2040.0,50.0,0.0,0.0,0.0,35.0,0.800259023
2015-02-03,Quarter1,finishing,Tuesday,Team12,0.8,4.08,613.2,1080.0,0.0,0.0,0.0,0.0,9.0,0.778222222
2015-02-03,Quarter1,sewing,Tuesday,Team9,0.75,29.12,1070.0,6960.0,34.0,0.0,0.0,0.0,58.0,0.750593103
2015-02-03,Quarter1,sewing,Tuesday,Team11,0.7,25.31,946.0,5760.0,60.0,0.0,0.0,0.0,54.0,0.700513566
2015-02-03,Quarter1,sewing,Tuesday,Team6,0.7,18.79,913.0,4020.0,30.0,0.0,0.0,0.0,33.5,0.700184577
2015-02-03,Quarter1,sewing,Tuesday,Team8,0.7,24.26,1363.0,6660.0,0.0,0.0,0.0,0.0,55.5,0.586465465
2015-02-03,Quarter1,sewing,Tuesday,Team7,0.7,24.26,1639.0,6720.0,0.0,0.0,0.0,0.0,56.0,0.541517857
2015-02-03,Quarter1,finishing,Tuesday,Team4,0.8,4.3,829.2,1440.0,0.0,0.0,0.0,0.0,12.0,0.5375
2015-02-03,Quarter1,finishing,Tuesday,Team6,0.7,2.9,994.4,960.0,0.0,0.0,0.0,0.0,8.0,0.495416667
2015-02-03,Quarter1,sewing,Tuesday,Team5,0.6,30.1,415.0,6960.0,0.0,0.0,0.0,0.0,58.0,0.415172414
2015-02-04,Quarter1,sewing,Wednesday,Team2,0.8,22.52,1263.0,6900.0,100.0,0.0,0.0,0.0,57.5,1.05028058
